func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.0011381	0.0711711	0.569369
mscal(CRS)	float	2000	2000	0.00137956	0.117429	0.939428
mscal(CRS)	float	4000	4000	0.00180494	0.179507	1.43606
mscal(CRS)	float	8000	8000	0.00265099	0.244437	1.9555
mscal(CRS)	float	16000	16000	0.00414067	0.312992	2.50394
mscal(CRS)	float	32000	32000	0.00649832	0.398873	3.19098
mscal(CRS)	float	64000	64000	0.0115425	0.449122	3.59298
mscal(CRS)	double	1000	1000	0.000983906	0.082325	1.3172
mscal(CRS)	double	2000	2000	0.0012119	0.133675	2.13879
mscal(CRS)	double	4000	4000	0.00168699	0.192058	3.07293
mscal(CRS)	double	8000	8000	0.00255358	0.253761	4.06018
mscal(CRS)	double	16000	16000	0.00428916	0.302157	4.83452
mscal(CRS)	double	32000	32000	0.00768642	0.337218	5.39549
mscal(CRS)	double	64000	64000	0.0146419	0.354051	5.66482
