func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00179324	0.0451697	0.361358
mscal(CRS)	float	2000	2000	2.56394e-05	6.3184	50.5472
mscal(CRS)	float	4000	4000	3.93121e-05	8.24174	65.9339
mscal(CRS)	float	8000	8000	6.62054e-05	9.78772	78.3018
mscal(CRS)	float	16000	16000	0.000132567	9.77616	78.2093
mscal(CRS)	float	32000	32000	0.000232486	11.1491	89.1926
mscal(CRS)	float	64000	64000	0.000950079	5.45639	43.6511
mscal(CRS)	double	1000	1000	3.00663e-05	2.69405	43.1047
mscal(CRS)	double	2000	2000	3.82431e-05	4.23606	67.7769
mscal(CRS)	double	4000	4000	6.78185e-05	4.77746	76.4393
mscal(CRS)	double	8000	8000	0.000134884	4.80414	76.8662
mscal(CRS)	double	16000	16000	0.000239543	5.41031	86.565
mscal(CRS)	double	32000	32000	0.00112343	2.30723	36.9156
mscal(CRS)	double	64000	64000	0.00858435	0.60389	9.66224
